symbol,companyName,growthRevenue,growthNetIncome,growthEBITDA,growthEPS,growthEPSDiluted,revenue,netIncome,ebitda,marketCap,peRatio,eps,returnOnEquityTTM,freeCashFlowToEquityTTM,workingCapitalTTM,netDebtToEBITDATTM
LII,Lennox International Inc.,0.0721411509664987,0.3673953567192001,0.2882319499715747,0.3640192539109507,0.3635813672111311,5341300000,806900000,1133000000,17404526272,20.97,23.66,0.9162333598987922,-624700000,768200000,0.9660748520463448
NBIX,"Neurocrine Biosciences, Inc.",0.2481055587939166,0.3668402082498999,0.5373708243210766,0.3281249999999999,0.3319838056680161,2355300000,341300000,639700000,14282137440,42.6,3.38,0.1321997229233484,353600000,1202600000,0.3142498205312276
ANET,"Arista Networks, Inc.",0.1950418486295956,0.3663705774052002,0.2915851725970293,0.3431952662721894,0.3515151515151515,7003146000,2852054000,3006654000,193331032905,60.32,2.55,0.3230423505434337,6200842000,9452100000,-0.6214001789230441
TMUS,"T-Mobile US, Inc.",0.036177092084829,0.3633521702536972,0.1432675309369475,0.3817663817663817,0.393939393939394,81400000000,11339000000,31042000000,245082713400,20.98,10.38,0.1942478419179315,-94914000000,-2598000000,3.510133124510572
KODK,Eastman Kodak Company,-0.0662488809310653,0.36,0.165680473372781,0.2597402597402596,0.3432835820895522,1043000000,102000000,197000000,544485097,-67.2,-0.1,0.0122562674094707,-369000000,-155000000,3.056603773584906
VEEV,Veeva Systems Inc.,0.1620131041815005,0.3584386680743002,0.5819872630216338,0.3486238532110092,0.3416149068322981,2746619000,714138000,730818000,48028257403,60.17,4.87,0.133964879150846,3173031000,5739535000,-2.1984287940821803
GOOGL,Alphabet Inc.,0.1386624332290155,0.3567043837658378,0.3819803819497606,0.3767123287671232,0.386206896551724,350018000000,100118000000,135394000000,3143621197387.0005,27.68,9.39,0.3431028673297778,46096000000,78906000000,0.1307908816593554
MWA,"Mueller Water Products, Inc.",0.0305714509680959,0.3555555555555555,0.2734215885947046,0.3454545454545453,0.3454545454545453,1314700000,115900000,250100000,4051127909,27.57,0.94,0.1730300568643379,65800001,695000000,0.4018761726078799
DELL,Dell Technologies Inc.,0.0807690132880972,0.3553719008264462,0.0780564615903722,0.3821656050955413,0.3869565217391305,95567000000,4592000000,9585000000,106663594932,23.16,6.85,-2.0064873914408285,-15684000000,-9350000000,2.4135338345864663
DVA,DaVita Inc.,0.0556338403480616,0.3540052202708467,0.1738986199575371,0.4461942257217847,0.4460916442048518,12815550000,936342000,2724722000,9237085000,12.73,10.15,-25.95160476969984,-10818578000,1154288000,4.468962984290101
AGI,Alamos Gold Inc.,0.3162317990814033,0.3538095238095238,0.4872521246458923,0.3207547169811319,0.2830188679245283,1346900000,284300000,735000000,13264537790,38.48,0.82,0.0960294708269281,241300000,220892000,-0.0798220684542197
SKY,"Champion Homes, Inc.",0.2265012793710857,0.3525454000109069,0.4646550698427051,0.3424124513618679,0.3517786561264823,2483448000,198413000,307746000,4320810656,20.33,3.76,0.142053339027002,660360000,649489000,-1.445827416761786
F,Ford Motor Company,0.049951473117242,0.3524269611226133,0.2056233062330623,0.3577981651376146,0.3518518518518517,184992000000,5879000000,14236000000,54100673779,17.74,0.78,0.1034746233213683,-127362000000,14072000000,12.757910364665491
FBFWX,American Funds Retirement Income Portfolio - Moderate Class F-1,0.049951473117242,0.3524269611226133,-0.0634678852500634,0.3518518518518517,0.3518518518518517,184992000000,5879000000,11067000000,1617735420,20.88,0.66612595,0.0704756153476252,1836000000,11624000000,0.9479940564635958
ENS,EnerSys,0.0099690915725329,0.3516923328477569,0.2662231088341305,0.3821752265861027,0.3830769230769231,3617579000,363735000,558569000,4550733196,13.9,8.74,0.1882045552286868,-819033000,1445020000,1.816587761831432
RNST,Renasant Corporation,0.1409778692290612,0.3509794163590871,0.3052048319822237,0.2751937984496124,0.27734375,1038032000,195457000,277249000,3314274091,14.41,2.42,0.0539548088196984,536728000,2418079000,-1.8114363542215124
JAZZ,Jazz Pharmaceuticals plc,0.0612241810816534,0.3502333474756046,0.0498743637118796,0.3832061068702291,0.418032786885246,4068950000,560120000,1521711000,8403064811,-19.85,-6.98,-0.1002946041430631,-2978161000,1279228000,9.49046078970794
KNSL,"Kinsale Capital Group, Inc.",0.2965219457894938,0.3464862882311509,0.3346646813819191,0.3403141361256546,0.3449319213313162,1587525000,414843000,530652000,9841454422,20.76,20.35,0.2849803270834642,1131614000,4465461000,-0.2564387740031768
ERIE,Erie Indemnity Company,0.1815463116484242,0.3458114473132598,0.4457245471030439,0.3455114822546973,0.3458382180539274,3862404000,600314000,821186000,14996204708,27.19,11.94,0.3053390397025372,896139000,407789000,-0.4591949183594176
UCB,"United Community Banks, Inc.",0.1464611772249632,0.3458015185769739,0.3114432737074246,0.3246753246753247,0.3246753246753247,1480415000,252397000,363936000,3635716820,11.88,2.52,0.0897980724889092,369147000,4094270000,-0.1017136946340486
HLT,Hilton Worldwide Holdings Inc.,0.0917440156326331,0.3453111305872042,0.084672166739036,0.4252873563218392,0.4212962962962961,11174000000,1535000000,2498000000,62239164400,38.92,6.88,-0.3778294661598684,-8977000000,-1579000000,4.092028985507247
AEP,"American Electric Power Company, Inc.",0.0276036426489177,0.3437344323173769,0.1232755031228313,0.3145539906103286,0.3160377358490565,19916500000,2967100000,8093200000,62025496613,17.01,6.82,0.131814036640091,-39941800000,-5121400000,5.216520693028119
PUK,Prudential plc,-0.3200501253132832,0.3433274544385655,-0.0411899313501144,-0.3225806451612903,-0.3225806451612903,8139000000,2285000000,2933000000,36059961315,10.75,2.57,0.2501494460431708,2533463780,469000,-345.98214285714283
GRBK,"Green Brick Partners, Inc.",0.1807004517047212,0.3406470245163829,0.3294912891986062,0.3725806451612902,0.3762214983713354,2098943000,381583000,476955000,2964169268,8.69,7.83,0.2132933238063847,-24059000,1941421000,0.4053820631169614
YELP,Yelp Inc.,0.0560946313633922,0.3395783126455789,0.3833274172699935,0.3776223776223776,0.3925925925925924,1412064000,132850000,206546000,2084154648,15.16,2.18,0.2016815131928364,452081000,353678000,-0.649183805076647
FSV,FirstService Corporation,0.2035612479086631,0.3385164008725881,0.3364286544332815,0.3244444444444444,0.3258928571428571,5216894000,134375000,506020000,7498709904,54.34,3.03,0.1513302508294916,-976525579,-907051943,2.3926725749151974
COOP,Mr. Cooper Group Inc.,0.2402452619843924,0.338,0.4148783977110157,0.3973154362416107,0.3978052126200274,2225000000,669000000,989000000,13489141173,23.63116591928252,8.92,0.1172839506172839,-10367000000,-3567000000,11.884393063583817
GCT,GigaCloud Technology Inc.,0.6496033849034782,0.3368470268202491,0.2507930677530303,0.3246753246753247,0.3260869565217391,1161042000,125808000,149830000,1067396966,8.56,3.31,0.3232641088036267,-65755963,303369000,1.418548858254503
SXT,Sensient Technologies Corporation,0.0691942737478114,0.3348394971839732,0.1835390405134301,0.3333333333333332,0.3303167420814479,1557228000,124666000,251908000,4107324867,30.51,3.17,0.1227633335093472,-616601000,814958000,2.5679587441913183
ICFI,"ICF International, Inc.",0.0288039453189068,0.3335834987653125,0.122650609749906,0.3394077448747153,0.3379310344827588,2019787000,110170000,221124000,1660591234,15.7,5.74,0.1097281185813979,-497756000,112729000,2.8814375729288213
COO,"The Cooper Companies, Inc.",0.0841033062451296,0.3334466349422161,0.209730217857546,0.3221476510067114,0.3243243243243243,3895400000,392300000,1071700000,14665388492,36.03,2.04,0.0496535937366825,-1941500000,1127700000,2.157301310844257
ABCB,Ameris Bancorp,0.0974507695409637,0.3328812173686851,0.2971692961466287,0.3358974358974359,0.3341902313624679,1632897000,358685000,522588000,5076798489,13.05,5.67,0.1031626354174835,1054061000,-19565737000,-1.1964815761147294
AMRZ,Amrize Ltd,0.0023122377322942,0.3326359832635983,0.1139474657787643,0.329479768786127,0.329479768786127,11704000000,1274000000,3011000000,27416278160,20.65,2.4,0.113540755550002,-5423000000,1183000000,2.309205903021785
TPH,"Tri Pointe Homes, Inc.",0.209319865073358,0.3326340841775724,0.3364163196749783,0.3994252873563219,0.3999999999999999,4492870000,458029000,607885000,2899090709,9.77,3.39,0.1108576421792239,1016347000,4008212000,0.9444662418160776
AMP,"Ameriprise Financial, Inc.",0.1112970711297071,0.3305946791862285,0.3034665099882491,0.39247311827957,0.393926613243357,17264000000,3401000000,4437000000,45173048517,14.93,32.1,0.574584651017772,9075000000,60881000000,-0.5605381165919282
ALV,"Autoliv, Inc.",-0.0081145584725536,0.3237704918032787,0.2650046168051708,0.402439024390244,0.401396160558464,10390000000,646000000,1370000000,8957265510,11.99,9.65,0.3118714359771902,-1400000000,-195000000,1.3585572842998586
BWP,"Boardwalk Pipeline Partners, LP",0.2536935154849478,0.3235751295336787,0.1772684260330144,0.3246753246753247,0.3246753246753247,2028100000,510900000,1119700000,0,0,null,0,-2608400000,55500000,2.802607913669065
ITGR,Integer Holdings Corporation,0.0751080528073061,0.3226254826254826,0.2120861256330187,0.3235294117647058,0.2639405204460966,1716596000,119896000,310911000,2554388507,30,2.43,0.0520744183064323,-1067336000,568301000,4.929475445330184
LC,LendingClub Corporation,0.022473800236214,0.3182156706643725,0.2013115611688214,0.2777777777777779,0.25,1160928000,51330000,128598000,2114658200,28.8,0.64,0.0745129245764998,-2030338000,3752933000,-0.0352419255904323
SWX,"Southwest Gas Holdings, Inc.",-0.0591697932930092,0.3176242138260575,0.0496871181664898,0.3004694835680752,0.2957746478873239,5112445000,198815000,976779000,5901582479,30.48,2.69,0.0545220075841178,-4315275000,10576000,4.157834485315232
ATR,"AptarGroup, Inc.",0.027366700597858,0.3165487350915859,0.1711431739164492,0.3018433179723503,0.3011764705882354,3582890000,374541000,777447000,8490681675,22.26,5.79,0.1528020914513302,-632925000,294136000,1.2048661553811706
KKRS,KKR Group Finance Co. IX LLC 4.,0.5089473210866833,0.3144946186775255,1.9159298742433173,0.286046511627907,0.2860635696821516,21878698000,4906037000,16236055000,16283689314,null,null,0.1109321248703689,17599684000,10781060000,-1.0998836972046522
CSGS,"CSG Systems International, Inc.",0.0239382582800374,0.3110527428071128,0.105093464901247,0.3846153846153846,0.3772727272727271,1197248000,86852000,215249000,1939565393,23.41,2.88,0.2863497077208515,-268807000,288132000,1.9318606141349688
INTU,Intuit Inc.,0.1563401903592262,0.3057711778602767,0.2857454704213054,0.3062381852551985,0.3106423777564717,18831000000,3869000000,5890000000,190448907450,49.9,13.69,0.2038461538461538,2328000000,3737000000,0.6375212224108658
TRN,"Trinity Industries, Inc.",0.0321456105654811,0.3056603773584905,0.1150204889077292,0.2900763358778625,0.2913385826771653,3079200000,138400000,789100000,2285272139,22.09,1.28,0.0923754367491504,-5468500000,632800000,8.479724560061209
BKU,"BankUnited, Inc.",0.0410672802518387,0.3010897123763789,0.2099253078960224,0.2970711297071129,0.2941176470588236,2024271000,232467000,376461000,2850565120,10.71,3.54,0.091780225011073,975043000,10026587000,4.534233484234223
WAB,Westinghouse Air Brake Technologies Corporation,0.0733698460266611,0.2957055214723926,0.1583659764969222,0.3267543859649123,0.3303964757709251,10387000000,1056000000,2070000000,33786231910,28.77,6.87,0.1114390272695077,-3351000000,1724000000,2.088235294117647
EHC,Encompass Health Corporation,0.1191368824460551,0.2946022727272727,0.1581104821393714,0.2796610169491526,0.2853025936599422,5373200000,455700000,1186600000,12704296426,24.59,5.13,0.226792493762881,172900000,53000000,0.2038738324911958
ICLR,ICON Public Limited Company,0.0198887314757709,0.2925506462965533,0.027898643123996,0.2868632707774798,0.2878378378378377,8281676000,791474000,1563882000,13851988731,24,7.42,0.0632462275530534,809814652,189426000,0.1721605414822261
ISRG,"Intuitive Surgical, Inc.",0.1723726505804242,0.2917686318131257,0.2959428307976026,0.27734375,0.2763419483101391,8352100000,2322600000,2810900000,195230023613,72.39,7.55,0.1608361206461198,5077900000,6722099999,-0.7837037864402994
ESAB,ESAB Corporation,-0.0122399510445205,0.290118610711937,0.043285266950026,0.289940828402367,0.2827380952380952,2740803000,264841999,531413000,7289915071,26.22,4.58,0.1351159122677291,-650457000,649811000,1.7357732896234994
CCS,"Century Communities, Inc.",0.1912425839983641,0.2877511341542449,0.2668996413840637,0.3041871921182267,0.2919254658385092,4398288000,333816000,470562000,1874279370,9.21,6.86,0.0829220726224721,-805028000,3615786000,3.309524893943732
KEX,Kirby Corporation,0.056357143781294,0.2860564738600937,0.170333525334252,0.3235294117647058,0.3198924731182795,3265876000,286707000,652214000,4847346000,16.45,5.28,0.0906769804620562,-968335000,505576000,1.798393915014993
MCO,Moody's Corporation,0.1981068289384719,0.2806471686372122,0.3256461232604374,0.2907639680729761,0.2898052691867124,7088000000,2058000000,3334000000,88053108000,39.55,12.41,0.5916551315008899,-2821000000,2100000000,1.5023370910090734
MMSI,"Merit Medical Systems, Inc.",0.0788537307355217,0.2748196714365911,0.2858513148002523,0.2621951219512194,0.2530864197530862,1356514000,120357000,297600000,4899789741,42,1.97,0.0847937335253404,-250882000,697500000,1.5512432921451793
WKC,World Kinect Corporation,-0.1161712491563719,0.2741020793950851,0.0837952396478643,0.3255813953488371,0.3139534883720929,42168000000,67400000,332400000,1480817970,-3.55,-7.51,-0.2463874463761571,-2700000,484100000,-0.9929034279324388
HEI,HEICO Corporation,0.2997077259733062,0.2738208505535238,0.3222022101915121,0.2619047619047619,0.261168384879725,3857669000,514109000,1000599000,37572310489,69.32,4.57,0.1657019629273109,-1403296000,1674711000,1.897275179052098
HPE,Hewlett Packard Enterprise Company,0.0350431167760332,0.2735802469135802,0.0437474205530334,0.2499999999999999,0.2532467532467531,30127000000,2579000000,5058000000,30990091433,27.65,0.85,0.0507786672634245,-17206000000,-1345000000,4.953790238836968
DECK,Deckers Outdoor Corporation,0.1627536316722729,0.2719037130560598,0.2662739211935251,0.3006134969325155,0.3024691358024691,4985612000,966091000,1315242000,12896971892,12.92,6.73,0.4030785196360862,1944236000,2002677000,-0.7958653875647412
PSMT,"PriceSmart, Inc.",0.1137973662701429,0.271690856645758,0.0673554832797254,0.3019943019943021,0.3057142857142857,4913898000,138875000,296997000,3787341677,25.93,4.75,0.1245963753142992,98799000,198993000,-0.0215149934163126
WRB,W. R. Berkley Corporation,0.1231838620933418,0.2712951520929751,0.1933158552843335,0.2911764705882352,0.2937685459940653,13638752000,1756115000,2220762000,28458353790,15.76,4.76,0.2865756163797898,3434478000,0,0
GEHC,GE HealthCare Technologies Inc.,0.0061374795417348,0.2710459183673469,0.0435525192143467,0.4375,0.4370860927152317,19672000000,1993000000,3666000000,35675757571,16.01,4.88,0.2513388476097014,-5388000000,1167000000,1.8158788195351268
TTC,The Toro Company,0.0067205481858912,0.2705489839247801,0.2152489626556016,0.2784810126582278,0.2811501597444089,4583800000,418900000,702900000,7298558625,22.67,3.29,0.2254875406283857,600300000,838200000,1.582169890664424
TT,Trane Technologies plc,0.1222224736389555,0.2687879835960274,0.2253087399599987,0.2824858757062147,0.281641961231471,19838200000,2567900000,3859600000,94762615937,33.59,12.68,0.3761099094294152,-910500000,706900000,0.9161776632794236
MDT,Medtronic plc,0.0362439747868001,0.2682263329706202,0.123735218822382,0.3104693140794223,0.3079710144927536,33537000000,4662000000,9218000000,120148297170,25.88,3.62,0.0962032631915706,-22033000000,11693000000,2.9248876524716456
AZZ,AZZ Inc.,0.026115561440671,0.2679539795486531,0.0555258993464754,-0.4827586206896551,-0.4826589595375722,1577744000,128833000,334170000,2965431710,9.44,10.45,0.2735521116136792,377543000,164510000,0.0624550857703265
DRS,"Leonardo DRS, Inc.",0.1443736730360934,0.2678571428571428,0.2012779552715655,0.265625,0.25,3234000000,213000000,376000000,10780668413,43.1,0.94,0.0980199960792001,41000000,1067000000,0.4743276283618582
NYT,The New York Times Company,0.0658520158671014,0.2643779557376273,0.1942980180424064,0.2695035460992909,0.2642857142857144,2585919000,293825000,476464000,9237791967,29.54,1.93,0.1686165141960505,653478000,277017000,-0.3878117535667405
LBRDA,Liberty Broadband Corporation,0.0356778797145769,0.2630813953488372,0.1200906344410876,0.2908704883227176,0.2991452991452992,1016000000,869000000,1483000000,8051196124,7.4,7.58,0.1090515832096778,-3008000000,-240000000,1.873970867637745
ITT,ITT Inc.,0.1059092293633871,0.2626065773447016,0.2679425837320574,0.2705410821643286,0.2701612903225806,3630700000,518300000,821500000,13755300000,27.73,6.36,0.190825620413732,-207000000,638700000,0.8218384005678457
UMBF,UMB Financial Corporation,0.1748602132332957,0.2606078440335519,0.2367542809556029,0.2534626038781165,0.2520891364902508,2636962000,441243000,594044000,8615579095,12.85,8.83,0.100468006884694,8407433000,-51425215000,-10.439313809833306
IBKR,"Interactive Brokers Group, Inc.",0.1963528958520611,0.2583333333333333,0.2094185342216838,0.2237762237762238,0.2204585537918871,9316000000,755000000,7987000000,118422529706,33.41,2.0575,0.1960134665740394,20205000000,195046000000,2.8674430777283435
TGNA,TEGNA Inc.,0.0656288540088562,0.258208103640681,0.1826778956990476,0.5502183406113537,0.5482456140350878,3101971000,599818000,1055760000,3220482966,7.28,2.75,0.1509472426306026,-1793422000,446782000,2.770007938985564
SEIC,SEI Investments Company,0.1069688242430303,0.2572870561461348,0.2291368739418446,0.2808022922636101,0.2745664739884393,2125151000,581191000,822547000,10126123750,15.08,5.43,0.3021204546240875,1443187000,1330295000,-1.0688970421099455
APH,Amphenol Corporation,0.212510055994966,0.2572614107883817,0.2668377378611657,0.2407407407407405,0.2387096774193547,15222700000,2424000000,3801400000,163383663074,44.61,3,0.3463183845121995,-710900000,6400000000,0.7154496077248038
WLK,Westlake Corporation,-0.0323557539050047,0.2567849686847599,0.1269113149847094,0.2526881720430107,0.2540540540540539,12142000000,602000000,2211000000,10159669193,-152.35,-0.52,-0.0063041765169424,-3586000000,3543000000,2.48907681465821
CL,Colgate-Palmolive Company,0.0330986277432286,0.2560869565217391,0.1429580781912388,0.2697841726618705,0.2671480144404331,20101000000,2889000000,4853000000,63041223570,21.91,3.56,6.796728971962617,-4173000000,-779000000,1.572768974145121
ULS,UL Solutions Inc.,0.0716952949962658,0.2538461538461538,0.2,0.2538461538461537,0.2461538461538462,2870000000,326000000,642000000,16070900960,49.38,1.62,0.3407137275332118,-169000000,244000000,0.8112633181126332
WMT,Walmart Inc.,0.0507000964320154,0.2530462252594933,0.1546284080914687,0.2604166666666667,0.261780104712042,680985000000,19436000000,42010000000,846477603623,40.06,2.65,0.2418419144307469,-41830000000,-21533000000,1.2461159062885327
SCL,Stepan Company,-0.0625574003941923,0.2528604118993135,0.1321703256225136,0.2485875706214688,0.2571428571428572,2180274000,50370000,192101000,1043522542,18.17,2.54,0.048024340015109,-308790000,241496000,1.5186937587715676
SSNC,"SS&C Technologies Holdings, Inc.",0.0689103729010685,0.2526766595289079,0.016164438235881,0.2612244897959182,0.2552301255230125,5882000000,760500000,2036800000,20668392848,25.11,3.37,0.1251128879490737,1729300000,554600000,-0.0730344989439098
HXL,Hexcel Corporation,0.0637227501397428,0.249763481551561,0.1549348230912476,0.2880000000000001,0.2822580645161291,1903000000,132100000,310100000,5794511641,85.64,0.85,0.0445228195628609,-473500000,501400000,3.179609337779896
CMG,"Chipotle Mexican Grill, Inc.",0.1460955510067264,0.2485259254014488,0.1883224038006502,0.2584269662921349,0.2471910112359551,11313853000,1534110000,2320209000,55231053150,36.45,1.13,0.4316413375753429,-2470201000,736854000,1.6764837669860568
FRT,Federal Realty Investment Trust,0.062092259533597,0.2456822161740194,0.1162055893885495,0.2214285714285714,0.2214285714285714,1202452000,295208000,822408000,8738758361,25.65,3.95,0.1088257745950537,-4050809000,88717000,4.979162538091415
UGIC,UGI Corporation,-0.2925824175824176,0.2453703703703703,2.005494505494505,0.233009708737864,0.2135922330097087,7210000000,269000000,1641000000,4873711452,8.2202304737516,7.029,0.0888841635213439,-6161000000,-753000000,5.278976818545164
PLNT,"Planet Fitness, Inc.",0.1029826588732094,0.2438599408587768,0.1433521971456271,0.2331288343558281,0.2345679012345678,1181654000,172042000,507111000,8257474915,43.93,2.24,-0.8788739861596845,-2054843000,327192000,4.230711609084116
CINF,Cincinnati Financial Corporation,0.1322281034654948,0.2436245252306022,0.2452907452907453,0.2478705281090289,0.2461406518010291,11337000000,2292000000,3041000000,24499494035,13.58,11.54,0.1305642239678611,2724000000,136000000,-0.0556009811937857
ROCK,"Gibraltar Industries, Inc.",-0.0500618405848435,0.2425248568300869,0.0126162388778627,0.2465373961218837,0.2423398328690808,1308764000,137340000,181635000,2011504317,15.32,4.45,0.1241596036847372,95715000,457231000,0.0415177296865185
HIG,"The Hartford Financial Services Group, Inc.",0.0844225236333744,0.2424121405750798,0.1687048360200111,0.2991347342398022,0.2986198243412798,26384000000,3111000000,4205000000,35177385882,11.36,11.01,0.1913974372207558,1513000000,9901000000,0.953061224489796
PH,Parker-Hannifin Corporation,-0.0039943589451793,0.2414673292982422,0.0785109429184709,0.2435607772254858,0.2417582417582418,19850000000,3531000000,5423000000,99047288112,28.46,27.13,0.266058783280891,-5678000000,1131000000,1.662992128307246
EQR,Equity Residential,0.0369329608860792,0.2398657949482786,0.0330915118990756,0.2409090909090908,0.2769953051643194,2980108000,1035831000,1838438000,24219974775,23.84,2.66,0.0920514192923952,-7105552000,-1105374000,4.511855147026583
MANH,"Manhattan Associates, Inc.",0.1223473040997065,0.2367133342394998,0.2423747756604972,0.2447552447552448,0.2446808510638297,1042352000,218364000,267897000,11782306710,55.36,3.52,0.7631576158191691,549039000,125362000,-0.7585433740528839
CTVA,"Corteva, Inc.",-0.0184604667363288,0.2340136054421768,0.0780449349625542,0.2596153846153846,0.2621359223300971,16908000000,907000000,2735000000,43231506000,29.34,2.17,0.0567666126418152,1030000000,6488000000,0.4517619872905835
KR,The Kroger Co.,-0.0194349469138024,0.2315157116451016,0.0874200426439232,0.2374581939799331,0.2398648648648648,147123000000,2665000000,7650000000,44472320580,17.03,3.94,0.2769933976637887,-18083000000,-894000000,2.5764885108543862
BOOT,"Boot Barn Holdings, Inc.",0.1464269239098289,0.2309314539171134,0.2203134091775517,0.2176591375770019,0.225,1911104000,180942000,304096000,6018541062,30.97,6.36,0.1772830897751839,-474439000,548390000,1.529281084392056
ADSK,"Autodesk, Inc.",0.1270220588235294,0.227373068432671,0.2168106834249803,0.2338902147971359,0.2219570405727922,6131000000,1112000000,1549000000,67111760974,65.05,4.81,0.3947393320087047,1130000000,-1077000000,0.4574468085106383
LHX,"L3Harris Technologies, Inc.",0.0981512951233328,0.2241238793806031,0.2145293315143246,0.2225656877897991,0.2220496894409937,21325000000,1502000000,3561000000,54856194774,32.76,8.95,0.0882463826523316,-9456000000,286000000,3.0716362675125564
ET,Energy Transfer LP,0.0519812689283078,0.2233799237611181,0.225796178343949,0.1727272727272726,0.1743119266055045,82671000000,4814000000,15396000000,57428762014,12.97,1.29,0.1238493281134271,-55801000000,1822000000,4.0404300224244825
CNC,Centene Corporation,0.0589094734381392,0.2231680236861584,0.1039886039886039,0.2736418511066399,0.2747474747474746,163071000000,3305000000,6200000000,16732901310,8.27,4.12,0.0753491869881418,-1984000000,3603000000,0.6984271711875997
STNG,Scorpio Tankers Inc.,-0.0725241608026113,0.2228495990111501,0.0509366592760902,0.3199233716475095,0.3110667996011965,1243951000,668774000,955107000,3079853427,8.11,7.44,0.1235864985512325,5141000,609160000,0.7483900895001091
PLD,"Prologis, Inc.",0.0222024912167043,0.2198018837518395,0.1469131886993462,0.2212121212121213,0.2188449848024315,8201610000,3731635000,7532693000,117298580607,36.75,3.44,0.0601692278469151,-29436659000,-828781000,4.923093086238966
TTEK,"Tetra Tech, Inc.",0.1495017191628616,0.2193036354326677,0.1289024524593205,0.2135922330097087,0.2058823529411764,5198679000,333382000,584093000,8876485857,42.23,0.8,0.1264567331942343,-386575000,243675000,1.8907788474700005
FOR,Forestar Group Inc.,0.050455842438583,0.2186938286399041,0.0445586975149957,0.2095808383233533,0.2012012012012011,1509400000,203400000,243800000,1334879070,8.23,3.19,0.0995500045917898,-1031300000,122000000,3.381393083292742
POST,"Post Holdings, Inc.",0.1332713488771277,0.2170594092266843,0.1513965972159039,0.1746641074856046,0.1701244813278007,7922700000,366700000,1265500000,5943164767,18.61,5.88,0.0926559820812796,-5588200000,1624600000,4.800381533765738
MTN,"Vail Resorts, Inc.",0.0272845021352139,0.2152687658687962,0.111095226485684,0.2401315789473684,0.2405271828665568,2963912000,280004000,870462000,5671728915,20.25,7.54,0.4880933081620237,-2668144000,-617836000,4.050751167441365
PWR,"Quanta Services, Inc.",0.1336347797737461,0.2150360754623742,0.2182056612500698,0.2007797270955166,0.206,23672795000,904824000,2157039000,65248857997,68.57,6.43,0.1308724048156037,-3239686000,2200301000,1.9416548742486952
PNW,Pinnacle West Capital Corporation,0.0913383351884618,0.2138321267572778,0.1622899112484504,0.2104072398190044,0.1882086167800453,5124915000,608806000,2070215000,11001637717,18.95,4.86,0.0858630145235232,-14779210001,-1639334000,6.759663526810895
WNS,WNS (Holdings) Limited,-0.0063965723742127,0.2137169278191626,0.1964846148959149,0.303030303030303,0.3109540636042402,1314900000,170100000,282496000,3321384300,21.36,3.58,0.2078609370904366,-225827000,174600000,1.3788608283248047
UTHR,United Therapeutics Corporation,0.2362620837808807,0.2135458976441917,0.1929622151716181,0.2566539923954373,0.2438162544169612,2877400000,1195100000,1654400000,18930808748,16.34,25.62,0.1873051418058713,2664100000,3299800000,-0.9588323803791754
WFRD,Weatherford International plc,0.0736124634858812,0.2134292565947242,0.2216748768472906,0.1968911917098445,0.1968085106382979,5513000000,506000000,1240000000,5061848422,12.75,5.52,0.360518025901295,8000000,2439000000,0.6453715775749674
SAH,"Sonic Automotive, Inc.",-0.010304472461106,0.2121212121212121,0.0832438238453276,0.243614931237721,0.2459677419354838,14224300000,216000000,605100000,2196761168,17.29,3.72,0.2220263477618696,-3719600000,70600000,177.80263157894737
MOG-A,Moog Inc.,0.0873839527441293,0.2118270389127358,0.143750523842612,0.2067039106145252,0.1985018726591761,3609160000,207220000,423031000,6733329244,32.22,6.58,0.1135519091816532,-1176964000,1413290000,2.7839685829106604
MHO,"M/I Homes, Inc.",0.1168136274631821,0.2113609747187691,0.2448729965631627,0.2106205250596657,0.2159161011721159,4504670000,563725000,749060000,3425514028,7.62,17.04,0.136961756862072,56666000,678473000,0.3105573638081318
J,Jacobs Solutions Inc.,0.0598558529667085,0.210755252884975,0.2597288801098451,0.1936090225563908,0.1924528301886793,11500941000,806093000,1255083000,19076825088,40.82,3.91,0.1214327998938769,-1298817000,1265391000,1.900534069122407
AXP,American Express Company,0.1014933792530134,0.2095772629567709,0.1978789871752713,0.2306322350845948,0.2506690454950935,74201000000,10129000000,14571000000,249487301208,23.98,14.91,0.3286579637847818,10302000000,-106182000000,0.128046687263989
TER,"Teradyne, Inc.",0.0536494814852456,0.2086230256355403,0.1439250059350517,0.1718213058419244,0.216117216117216,2819880000,542372000,732414000,22947947726,49.92,2.89,0.1652496390656529,833690000,908342000,-0.4021313076242009
CRUS,"Cirrus Logic, Inc.",0.0599181615415145,0.2073590897833719,0.2023996533887782,0.2332015810276681,0.2244897959183672,1896077000,331507000,496763000,6703982447,20.47,6.38,0.1802210314750694,865458000,1052444000,-0.7812910993439443
APLE,"Apple Hospitality REIT, Inc.",0.0652388748325643,0.2060691085081329,0.1222107944084713,0.1558441558441558,0.1558441558441558,1431468000,214064000,483362000,2765671491,15.36,0.76,0.0557876848081516,228224000,-103480000,0.2272452768865552
R,"Ryder System, Inc.",0.072392429771705,0.2044334975369458,-0.0470668485675307,0.2271739130434782,0.2727272727272729,12636000000,489000000,2794000000,6579937493,13.61,11.85,0.1634114583333333,-7756000000,-2371000000,2.5281899109792283
EDU,New Oriental Education & Technology Group Inc.,0.1360065615939962,0.2030065473479526,0.3020787542783409,0.2105263157894737,0.2105263157894737,4900262000,372440000,595369000,9734439671,26.13,2.3,0.0990201998703828,1692646100,1897876000,-1.6616921606600277
